STATION,STATION_NAME,DATE,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100703,0.39,0.0,16.39,57.9,69.9,80.3,59.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100704,0.52,0.0,16.52,57.9,70.1,80.5,59.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100705,0.65,0.0,16.65,57.9,70.2,80.6,59.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100706,0.79,0.0,16.79,57.9,70.3,80.7,59.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100707,0.93,0.0,16.93,57.9,70.4,80.8,60.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100708,1.06,0.0,17.06,57.9,70.5,80.9,60.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100709,1.20,0.0,17.20,57.9,70.6,80.9,60.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100710,1.33,0.0,17.33,57.9,70.7,81.0,60.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100711,1.46,0.0,17.46,57.9,70.7,81.1,60.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100712,1.60,0.0,17.60,57.9,70.8,81.1,60.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100713,1.73,0.0,17.73,57.9,70.8,81.1,60.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100714,1.86,0.0,17.86,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100715,1.99,0.0,17.99,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100716,2.13,0.0,18.13,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100717,2.26,0.0,18.26,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100718,2.40,0.0,18.40,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100719,2.54,0.0,18.54,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100720,2.67,0.0,18.67,57.9,70.9,81.2,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100721,2.81,0.0,18.81,57.9,70.9,81.1,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100722,2.94,0.0,18.94,57.9,70.9,81.1,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100723,3.08,0.0,19.08,57.9,70.8,81.1,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100724,3.21,0.0,19.21,57.9,70.8,81.0,60.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100725,3.34,0.0,19.34,57.9,70.8,81.0,60.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100726,3.48,0.0,19.48,57.9,70.7,81.0,60.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100727,3.61,0.0,19.61,57.9,70.7,80.9,60.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100728,3.75,0.0,19.75,57.9,70.6,80.9,60.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100729,3.89,0.0,19.89,57.9,70.6,80.8,60.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100730,4.03,0.0,20.03,57.9,70.5,80.7,60.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100731,4.16,0.0,20.16,57.9,70.5,80.7,60.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100801,0.14,0.0,20.30,57.9,70.4,80.6,60.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100802,0.28,0.0,20.44,57.9,70.3,80.6,60.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100803,0.42,0.0,20.58,57.9,70.2,80.5,60.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100804,0.56,0.0,20.72,57.9,70.2,80.4,59.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100805,0.69,0.0,20.85,57.9,70.1,80.3,59.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100806,0.83,0.0,20.99,57.9,70.0,80.3,59.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100807,0.96,0.0,21.12,57.9,69.9,80.2,59.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100808,1.10,0.0,21.26,57.9,69.8,80.1,59.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100809,1.23,0.0,21.39,57.9,69.8,80.0,59.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100810,1.37,0.0,21.53,57.9,69.7,79.9,59.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100811,1.50,0.0,21.66,57.9,69.6,79.8,59.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100812,1.63,0.0,21.79,57.9,69.5,79.7,59.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100813,1.76,0.0,21.92,57.9,69.4,79.6,59.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100814,1.90,0.0,22.06,57.9,69.2,79.5,59.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100815,2.03,0.0,22.19,57.9,69.1,79.4,58.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100816,2.16,0.0,22.32,57.9,69.0,79.3,58.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100817,2.29,0.0,22.45,57.9,68.9,79.2,58.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100818,2.43,0.0,22.59,57.9,68.7,79.0,58.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100819,2.55,0.0,22.71,57.9,68.6,78.9,58.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100820,2.67,0.0,22.83,57.9,68.4,78.7,58.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100821,2.79,0.0,22.95,57.9,68.3,78.6,58.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100822,2.91,0.0,23.07,57.9,68.1,78.4,57.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100823,3.03,0.0,23.19,57.9,67.9,78.2,57.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100824,3.14,0.0,23.30,57.9,67.8,78.0,57.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100825,3.25,0.0,23.41,57.9,67.6,77.8,57.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100826,3.36,0.0,23.52,57.9,67.4,77.6,57.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100827,3.47,0.0,23.63,57.9,67.1,77.4,56.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100828,3.58,0.0,23.74,57.9,66.9,77.1,56.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100829,3.69,0.0,23.85,57.9,66.7,76.9,56.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100830,3.80,0.0,23.96,57.9,66.4,76.6,56.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100831,3.91,0.0,24.07,57.9,66.2,76.4,56.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100901,0.11,0.0,24.18,57.9,65.9,76.1,55.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100902,0.22,0.0,24.29,57.9,65.6,75.8,55.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100903,0.33,0.0,24.40,57.9,65.3,75.5,55.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100904,0.44,0.0,24.51,57.9,65.0,75.1,54.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100905,0.54,0.0,24.61,57.9,64.7,74.8,54.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100906,0.65,0.0,24.72,57.9,64.4,74.5,54.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100907,0.76,0.0,24.83,57.9,64.1,74.1,54.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100908,0.87,0.0,24.94,57.9,63.7,73.7,53.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100909,0.99,0.0,25.06,57.9,63.4,73.4,53.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100910,1.10,0.0,25.17,57.9,63.0,73.0,53.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100911,1.22,0.0,25.29,57.9,62.6,72.6,52.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100912,1.34,0.0,25.41,57.9,62.2,72.2,52.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100913,1.46,0.0,25.53,57.9,61.8,71.7,51.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100914,1.58,0.0,25.65,57.9,61.4,71.3,51.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100915,1.70,0.0,25.77,57.9,61.0,70.9,51.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100916,1.82,0.0,25.89,57.9,60.6,70.4,50.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100917,1.95,0.0,26.02,57.9,60.2,70.0,50.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100918,2.07,0.0,26.14,57.9,59.7,69.5,49.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100919,2.20,0.0,26.27,57.9,59.3,69.1,49.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100920,2.33,0.0,26.40,57.9,58.8,68.6,49.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100921,2.46,0.0,26.53,57.9,58.4,68.1,48.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100922,2.60,0.0,26.67,57.9,57.9,67.7,48.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100923,2.73,0.0,26.80,57.9,57.5,67.2,47.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100924,2.86,0.0,26.93,57.9,57.0,66.7,47.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100925,3.00,0.0,27.07,57.9,56.6,66.2,46.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100926,3.13,0.0,27.20,57.9,56.1,65.8,46.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100927,3.26,0.0,27.33,57.9,55.7,65.3,46.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100928,3.39,0.0,27.46,57.9,55.2,64.8,45.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100929,3.52,0.0,27.59,57.9,54.8,64.3,45.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20100930,3.64,0.0,27.71,57.9,54.3,63.9,44.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101001,0.12,0.0,27.83,57.9,53.9,63.4,44.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101002,0.25,0.0,27.96,57.9,53.4,62.9,43.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101003,0.37,0.0,28.08,57.9,53.0,62.5,43.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101004,0.50,0.0,28.21,57.9,52.6,62.0,43.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101005,0.62,0.0,28.33,57.9,52.1,61.6,42.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101006,0.75,0.0,28.46,57.9,51.7,61.1,42.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101007,0.87,0.0,28.58,57.9,51.3,60.7,41.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101008,0.99,0.0,28.70,57.9,50.9,60.3,41.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101009,1.11,0.0,28.82,57.9,50.5,59.8,41.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101010,1.23,0.0,28.94,57.9,50.1,59.4,40.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101011,1.36,0.0,29.07,57.9,49.7,59.0,40.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101012,1.47,0.0,29.18,57.9,49.3,58.6,40.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101013,1.59,0.0,29.30,57.9,49.0,58.2,39.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101014,1.71,0.0,29.42,57.9,48.6,57.8,39.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101015,1.83,0.0,29.54,57.9,48.2,57.4,39.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101016,1.94,0.0,29.65,57.9,47.9,57.0,38.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101017,2.05,0.0,29.76,57.9,47.5,56.6,38.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101018,2.16,0.0,29.87,57.9,47.2,56.3,38.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101019,2.27,0.1,29.98,58.0,46.9,55.9,37.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101020,2.38,0.1,30.09,58.0,46.6,55.5,37.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101021,2.49,0.1,30.20,58.0,46.2,55.2,37.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101022,2.60,0.1,30.31,58.0,45.9,54.8,37.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101023,2.72,0.1,30.43,58.0,45.6,54.4,36.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101024,2.82,0.1,30.53,58.0,45.3,54.1,36.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101025,2.93,0.1,30.64,58.0,45.0,53.7,36.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101026,3.04,0.2,30.75,58.1,44.7,53.4,36.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101027,3.16,0.2,30.87,58.1,44.4,53.0,35.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101028,3.27,0.2,30.98,58.1,44.2,52.6,35.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101029,3.38,0.2,31.09,58.1,43.9,52.3,35.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101030,3.49,0.3,31.20,58.2,43.6,51.9,35.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101031,3.60,0.3,31.31,58.2,43.3,51.6,35.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101101,0.12,0.1,31.43,58.3,43.0,51.2,34.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101102,0.23,0.1,31.54,58.3,42.7,50.9,34.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101103,0.35,0.2,31.66,58.4,42.4,50.5,34.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101104,0.46,0.3,31.77,58.5,42.1,50.1,34.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101105,0.57,0.4,31.88,58.6,41.8,49.8,33.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101106,0.68,0.4,31.99,58.6,41.5,49.4,33.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101107,0.79,0.5,32.10,58.7,41.2,49.0,33.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101108,0.90,0.7,32.21,58.9,40.9,48.6,33.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101109,1.01,0.8,32.32,59.0,40.6,48.2,33.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101110,1.11,0.9,32.42,59.1,40.3,47.8,32.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101111,1.22,1.0,32.53,59.2,40.0,47.5,32.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101112,1.32,1.2,32.63,59.4,39.6,47.1,32.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101113,1.42,1.3,32.73,59.5,39.3,46.7,32.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101114,1.53,1.5,32.84,59.7,39.0,46.2,31.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101115,1.63,1.6,32.94,59.8,38.6,45.8,31.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101116,1.74,1.7,33.05,59.9,38.3,45.4,31.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101117,1.85,1.9,33.16,60.1,37.9,45.0,30.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101118,1.95,2.0,33.26,60.2,37.5,44.6,30.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101119,2.06,2.2,33.37,60.4,37.2,44.2,30.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101120,2.16,2.4,33.47,60.6,36.8,43.7,29.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101121,2.26,2.6,33.57,60.8,36.4,43.3,29.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101122,2.37,2.8,33.68,61.0,36.0,42.9,29.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101123,2.47,3.1,33.78,61.3,35.6,42.4,28.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101124,2.57,3.3,33.88,61.5,35.2,42.0,28.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101125,2.67,3.6,33.98,61.8,34.8,41.6,27.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101126,2.76,3.9,34.07,62.1,34.3,41.1,27.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101127,2.85,4.2,34.16,62.4,33.9,40.7,27.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101128,2.95,4.5,34.26,62.7,33.5,40.2,26.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101129,3.04,4.8,34.35,63.0,33.0,39.8,26.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101130,3.13,5.1,34.44,63.3,32.6,39.4,25.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101201,0.09,0.4,34.53,63.7,32.2,38.9,25.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101202,0.18,0.9,34.62,64.2,31.7,38.5,24.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101203,0.27,1.3,34.71,64.6,31.3,38.1,24.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101204,0.36,1.8,34.80,65.1,30.8,37.6,24.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101205,0.44,2.3,34.88,65.6,30.4,37.2,23.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101206,0.53,2.8,34.97,66.1,29.9,36.8,23.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101207,0.61,3.3,35.05,66.6,29.5,36.4,22.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101208,0.70,3.8,35.14,67.1,29.0,36.0,22.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101209,0.78,4.3,35.22,67.6,28.6,35.6,21.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101210,0.87,4.8,35.31,68.1,28.1,35.2,21.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101211,0.95,5.4,35.39,68.7,27.7,34.8,20.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101212,1.03,5.9,35.47,69.2,27.3,34.4,20.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101213,1.11,6.5,35.55,69.8,26.8,34.0,19.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101214,1.18,7.0,35.62,70.3,26.4,33.6,19.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101215,1.26,7.6,35.70,70.9,26.0,33.2,18.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101216,1.33,8.2,35.77,71.5,25.6,32.9,18.3
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101217,1.41,8.8,35.85,72.1,25.2,32.5,17.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101218,1.48,9.4,35.92,72.7,24.8,32.2,17.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101219,1.54,10.0,35.98,73.3,24.4,31.9,16.9
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101220,1.61,10.7,36.05,74.0,24.0,31.5,16.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101221,1.68,11.4,36.12,74.7,23.6,31.2,16.0
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101222,1.75,12.0,36.19,75.3,23.3,30.9,15.6
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101223,1.82,12.6,36.26,75.9,22.9,30.6,15.2
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101224,1.90,13.3,36.34,76.6,22.6,30.3,14.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101225,1.97,13.9,36.41,77.2,22.2,30.0,14.5
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101226,2.04,14.6,36.48,77.9,21.9,29.8,14.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101227,2.11,15.3,36.55,78.6,21.6,29.5,13.7
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101228,2.18,15.9,36.62,79.2,21.3,29.3,13.4
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101229,2.25,16.6,36.69,79.9,21.0,29.0,13.1
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101230,2.31,17.3,36.75,80.6,20.8,28.8,12.8
GHCND:USW00014742,BURLINGTON WEATHER SERVICE OFFICE AIRPORT VT US,20101231,2.38,17.9,36.82,81.2,20.5,28.6,12.5
GHCND:USC00309495,WILLSBORO 1 N NY US,20100101,0.04,-9999,0.04,-9999,21.0,29.4,12.6
GHCND:USC00309495,WILLSBORO 1 N NY US,20100102,0.08,-9999,0.08,-9999,20.8,29.2,12.3
GHCND:USC00309495,WILLSBORO 1 N NY US,20100103,0.12,-9999,0.12,-9999,20.5,29.0,12.0
